Código;Descricao;;;;;;
90281250;OXALATO DE ESCITALOPRAM;;;;;;
90281365;OXALATO DE ESCITALOPRAM;;;;;;
90281268;OXALATO DE ESCITALOPRAM;;;;;;
90281373;OXALATO DE ESCITALOPRAM;;;;;;
90281276;OXALATO DE ESCITALOPRAM;;;;;;
90280903;LATANOPROSTA + MALEATO DE TIMOLOL;;;;;;
90280920;LATANOPROSTA + MALEATO DE TIMOLOL;;;;;;
90280911;LATANOPROSTA + MALEATO DE TIMOLOL;;;;;;
90280938;LATANOPROSTA + MALEATO DE TIMOLOL;;;;;;
90279824;CISTEIL;;;;;;
90279832;CISTEIL;;;;;;
90279840;CISTEIL;;;;;;
90279859;CISTEIL;;;;;;
90279867;CISTEIL;;;;;;
90279875;CISTEIL;;;;;;
90279883;CISTEIL;;;;;;
90279891;CISTEIL;;;;;;
90279905;CISTEIL;;;;;;
90279913;CISTEIL;;;;;;
90279921;CISTEIL;;;;;;
90279930;CISTEIL;;;;;;
90279948;CISTEIL;;;;;;
90279956;CISTEIL;;;;;;
90279964;CISTEIL;;;;;;
90287665;PARACETAMOL + FOSFATO DE CODEÍNA;;;;;;
90287673;FUMARATO DE QUETIAPINA;;;;;;
90287681;FUMARATO DE QUETIAPINA;;;;;;
90287690;FUMARATO DE QUETIAPINA;;;;;;
90287703;FUMARATO DE QUETIAPINA;;;;;;
90287711;FUMARATO DE QUETIAPINA;;;;;;
90287720;FUMARATO DE QUETIAPINA;;;;;;
90287738;FUMARATO DE QUETIAPINA;;;;;;
90287746;FUMARATO DE QUETIAPINA;;;;;;
90287754;FUMARATO DE QUETIAPINA;;;;;;
90287762;FUMARATO DE QUETIAPINA;;;;;;
90287770;FUMARATO DE QUETIAPINA;;;;;;
90287789;FUMARATO DE QUETIAPINA;;;;;;
90287797;FUMARATO DE QUETIAPINA;;;;;;
90287800;FUMARATO DE QUETIAPINA;;;;;;
90287819;FUMARATO DE QUETIAPINA;;;;;;
90287827;FUMARATO DE QUETIAPINA;;;;;;
90287835;FUMARATO DE QUETIAPINA;;;;;;
90287843;FUMARATO DE QUETIAPINA;;;;;;
90293770;NIOXIL;;;;;;
90294610;QUETIBUX;;;;;;
90294629;QUETIBUX;;;;;;
90294637;QUETIBUX;;;;;;
90294645;QUETIBUX;;;;;;
90294653;QUETIBUX;;;;;;
90294661;QUETIBUX;;;;;;
90294670;QUETIBUX;;;;;;
90294688;QUETIBUX;;;;;;
90294696;QUETIBUX;;;;;;
90294700;QUETIBUX;;;;;;
90294718;QUETIBUX;;;;;;
90294726;QUETIBUX;;;;;;
90294734;QUETIBUX;;;;;;
90294742;QUETIBUX;;;;;;
90294750;QUETIBUX;;;;;;
90294769;QUETIBUX;;;;;;
90294777;QUETIBUX;;;;;;
90294785;QUETIBUX;;;;;;
90080432;PANTODEX;;;;;;
90291824;ESCIP;;;;;;
90291832;ESCIP;;;;;;
90291840;ESCIP;;;;;;
90291859;ESCIP;;;;;;
90225597;CISTEIL;;;;;;
90225600;CISTEIL;;;;;;
90078578;ACEBROFILINA;;;;;;
90078586;ACEBROFILINA;;;;;;
90078993;BRONTEK;;;;;;
90078985;BRONTEK;;;;;;
90079507;DROTIZIN;;;;;;
90079302;CLORIDRATO DE CIPROFLOXACINO + DEXAMETASONA;;;;;;
90079442;DIPROPIONATO DE BETAMETASONA + SULFATO DE GENTAMICINA;;;;;;
90079426;DIPROPIONATO DE BETAMETASONA + SULFATO DE GENTAMICINA;;;;;;
90079922;LORITIL D;;;;;;
90288785;BESILATO DE ANLODIPINO;;;;;;
90288793;BESILATO DE ANLODIPINO;;;;;;
90288807;BESILATO DE ANLODIPINO;;;;;;
90288815;BESILATO DE ANLODIPINO;;;;;;
90288823;BESILATO DE ANLODIPINO;;;;;;
90288831;BESILATO DE ANLODIPINO;;;;;;
90288840;BESILATO DE ANLODIPINO;;;;;;
90288858;BESILATO DE ANLODIPINO;;;;;;
90293924;OXALATO DE ESCITALOPRAM;;;;;;
90293932;OXALATO DE ESCITALOPRAM;;;;;;
90293940;OXALATO DE ESCITALOPRAM;;;;;;
90293959;OXALATO DE ESCITALOPRAM;;;;;;
90292499;GLICEFOR;;;;;;
90292502;GLICEFOR;;;;;;
90292510;GLICEFOR;;;;;;
90292529;GLICEFOR;;;;;;
90292537;GLICEFOR;;;;;;
90307941;BIMAGAN;;;;;;
90307950;BIMAGAN;;;;;;
90307968;BIMAGAN;;;;;;
90307976;BIMAGAN;;;;;;
90307984;BIMAGAN;;;;;;
90307992;BIMAGAN;;;;;;
90308000;BIMAGAN;;;;;;
90308018;BIMAGAN;;;;;;
90308026;GLIBENCLAMIDA;;;;;;
90308034;GLIBENCLAMIDA;;;;;;
90308042;GLIBENCLAMIDA;;;;;;
90308050;GLIBENCLAMIDA;;;;;;
90308069;GLIBENCLAMIDA;;;;;;
90308077;MEBENDAZOL;;;;;;
90308085;MEBENDAZOL;;;;;;
90308093;MEBENDAZOL;;;;;;
90308107;MEBENDAZOL;;;;;;
90308115;OMENAX;;;;;;
90308123;OMENAX;;;;;;
90308131;OMENAX;;;;;;
90308140;OMENAX;;;;;;
90308158;OMENAX;;;;;;
90308166;OMENAX;;;;;;
90308174;OMENAX;;;;;;
90308182;OMENAX;;;;;;
90308190;OMENAX;;;;;;
90308204;TRAVOPTIC;;;;;;
90308212;TRAVOPTIC;;;;;;
90308220;TRINODAZOL;;;;;;
90308239;TRINODAZOL;;;;;;
90308247;TRINODAZOL;;;;;;
90308255;TRAVOPROSTA;;;;;;
90308263;TRAVOPROSTA;;;;;;
90308271;BIMATOPROSTA;;;;;;
90308280;BIMATOPROSTA;;;;;;
90308298;BIMATOPROSTA;;;;;;
90308301;BIMATOPROSTA;;;;;;
90308310;BIMATOPROSTA;;;;;;
90308328;BIMATOPROSTA;;;;;;
90308336;BIMATOPROSTA;;;;;;
90308344;BIMATOPROSTA;;;;;;
90308352;TENOXICAM;;;;;;
90308360;TENOXICAM;;;;;;
90308379;TENOXICAM;;;;;;
90308387;IBUVIX;;;;;;
90308395;IBUVIX;;;;;;
90308409;IBUVIX;;;;;;
90308417;IBUVIX;;;;;;
90308425;IBUVIX;;;;;;
90308433;IBUVIX;;;;;;
90308441;LORITIL;;;;;;
90308450;CITRATO DE SILDENAFILA;;;;;;
90308468;CITRATO DE SILDENAFILA;;;;;;
90308476;CITRATO DE SILDENAFILA;;;;;;
90308484;CITRATO DE SILDENAFILA;;;;;;
90308492;CITRATO DE SILDENAFILA;;;;;;
90308506;CITRATO DE SILDENAFILA;;;;;;
90308514;CITRATO DE SILDENAFILA;;;;;;
90308522;CITRATO DE SILDENAFILA;;;;;;
90308530;CITRATO DE SILDENAFILA;;;;;;
90308549;CITRATO DE SILDENAFILA;;;;;;
90308557;CITRATO DE SILDENAFILA;;;;;;
90308565;CITRATO DE SILDENAFILA;;;;;;
90308573;CITRATO DE SILDENAFILA;;;;;;
90308581;CITRATO DE SILDENAFILA;;;;;;
90308590;CITRATO DE SILDENAFILA;;;;;;
90308603;CITRATO DE SILDENAFILA;;;;;;
90080360;OTOSYLASE;;;;;;
90308611;BEBEX PREVINE;;;;;;
90308620;BEBEX PREVINE;;;;;;
90308638;BEBEX PREVINE;;;;;;
90308646;BEBEX PREVINE;;;;;;
90308654;BEBEX PREVINE;;;;;;
90080033;MIRACÁLCIO VIT D;;;;;;
90078977;BEXETON;;;;;;
90081064;ZITROBIOL;;;;;;
90079183;CIPRIXIN DEXA;;;;;;
90078900;BETOGENTA;;;;;;
90078926;BETOGENTA;;;;;;
90080963;VISOPTIC;;;;;;
90079280;CLORIDRATO DE BETAXOLOL;;;;;;
90078837;AZITROMICINA DIIDRATADA;;;;;;
90225694;AZITROMICINA DIIDRATADA;;;;;;
90079620;FLUOCINOLONA ACETONIDA + SULFATO DE POLIMIXINA B + SULFATO DE NEOMICINA + CLORIDRATO DE LIDOCAINA;;;;;;
90308662;BEBEX PREVINE;;;;;;
90308670;PRYLTEC;;;;;;
90308689;PRYLTEC;;;;;;
90308697;CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA;;;;;;
90308700;CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA;;;;;;
90308719;CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA;;;;;;
90308727;CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA;;;;;;
90308735;CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA;;;;;;
90308743;CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA;;;;;;
90308751;CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA;;;;;;
90308760;CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA;;;;;;
90308778;CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA;;;;;;
90308786;CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA;;;;;;
90308794;CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA;;;;;;
90308808;CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA;;;;;;
90308816;AVAFIL;;;;;;
90308824;AVAFIL;;;;;;
90308832;AVAFIL;;;;;;
90308840;AVAFIL;;;;;;
90308859;AVAFIL;;;;;;
90308867;AVAFIL;;;;;;
90308875;AVAFIL;;;;;;
90308883;AVAFIL;;;;;;
90308891;AVAFIL;;;;;;
90308905;AVAFIL;;;;;;
90308913;AVAFIL;;;;;;
90308921;AVAFIL;;;;;;
90308930;AVAFIL;;;;;;
90308948;AVAFIL;;;;;;
90308956;AVAFIL;;;;;;
90308964;AVAFIL;;;;;;
90308972;AMIORON;;;;;;
90308980;AMIORON;;;;;;
90308999;AMIORON;;;;;;
90309006;AMIORON;;;;;;
90309014;AMIORON;;;;;;
90309022;AMIORON;;;;;;
90309030;ZILEPAM;;;;;;
90309049;ZILEPAM;;;;;;
90309057;ZILEPAM;;;;;;
90309065;ZILEPAM;;;;;;
90309073;ZILEPAM;;;;;;
90309081;ZILEPAM;;;;;;
90309090;ZILEPAM;;;;;;
90309103;ZILEPAM;;;;;;
90309111;ZILEPAM;;;;;;
90309120;ZILEPAM;;;;;;
90309138;SINVAX;;;;;;
90309146;SINVAX;;;;;;
90309154;SINVAX;;;;;;
90309162;SINVAX;;;;;;
90309170;SINVAX;;;;;;
90309189;SINVAX;;;;;;
90309197;SINVAX;;;;;;
90309200;SINVAX;;;;;;
90309219;SINVAX;;;;;;
90309227;SINVAX;;;;;;
90309235;SINVAX;;;;;;
90309243;SINVAX;;;;;;
90079345;CLORIDRATO DE HIDROXIZINA;;;;;;
90336984;ALBEL;;;;;;
90225740;DIMEFTAL;;;;;;
90225821;BROMEXPEC;;;;;;
90225880;BROMEXPEC;;;;;;
90226020;CLORIDRATO DE BROMEXINA;;;;;;
90226127;CLORIDRATO DE BROMEXINA;;;;;;
90226216;CLONAZEPAM;;;;;;
90226232;CLONAZEPAM;;;;;;
90226240;CLONAZEPAM;;;;;;
90226259;CLONAZEPAM;;;;;;
90226267;ARARTAN;;;;;;
90226275;ARARTAN;;;;;;
90226283;ARARTAN;;;;;;
90226291;ARARTAN;;;;;;
90226305;ARARTAN;;;;;;
90226313;ARARTAN;;;;;;
90226321;ARARTAN;;;;;;
90226330;ARARTAN;;;;;;
90226348;ARARTAN;;;;;;
90226356;ARARTAN;;;;;;
90226364;ARARTAN;;;;;;
90226372;ARARTAN;;;;;;
90226380;ARARTAN;;;;;;
90226399;ARARTAN;;;;;;
90226402;ARARTAN;;;;;;
90226410;ARARTAN;;;;;;
90226429;ARARTAN;;;;;;
90226437;ARARTAN;;;;;;
90226445;ARARTAN;;;;;;
90226453;ARARTAN;;;;;;
90226461;ARARTAN;;;;;;
90226470;ARARTAN;;;;;;
90226488;ARARTAN;;;;;;
90226496;ARARTAN;;;;;;
90226500;COLÍRIO GEOLAB;;;;;;
90226518;COLÍRIO GEOLAB;;;;;;
90226526;COLÍRIO GEOLAB;;;;;;
90336992;ATORVASTATINA CÁLCICA;;;;;;
90337000;ATORVASTATINA CÁLCICA;;;;;;
90337018;ATORVASTATINA CÁLCICA;;;;;;
90337026;ATORVASTATINA CÁLCICA;;;;;;
90337034;ATORVASTATINA CÁLCICA;;;;;;
90337042;ATORVASTATINA CÁLCICA;;;;;;
90337050;ATORVASTATINA CÁLCICA;;;;;;
90337069;ATORVASTATINA CÁLCICA;;;;;;
90337077;ATORVASTATINA CÁLCICA;;;;;;
90337085;ATORVASTATINA CÁLCICA;;;;;;
90337093;ATORVASTATINA CÁLCICA;;;;;;
90337107;ATORVASTATINA CÁLCICA;;;;;;
90337115;ATORVASTATINA CÁLCICA;;;;;;
90337123;ATORVASTATINA CÁLCICA;;;;;;
90337131;ATORVASTATINA CÁLCICA;;;;;;
90337140;ATORVASTATINA CÁLCICA;;;;;;
90337158;ATORVASTATINA CÁLCICA;;;;;;
90337166;ATORVASTATINA CÁLCICA;;;;;;
90337174;ATORVASTATINA CÁLCICA;;;;;;
90337182;ATORVASTATINA CÁLCICA;;;;;;
90337190;UNIAIR;;;;;;
90337204;UNIAIR;;;;;;
90337212;UNIAIR;;;;;;
90337220;UNIAIR;;;;;;
90337239;UNIAIR;;;;;;
90337247;UNIAIR;;;;;;
90337255;UNIAIR;;;;;;
90337263;UNIAIR;;;;;;
90337271;UNIAIR;;;;;;
90337280;UNIAIR;;;;;;
90337298;UNIAIR;;;;;;
90337301;UNIAIR;;;;;;
90337310;UNIAIR;;;;;;
90337328;UNIAIR;;;;;;
90337336;UNIAIR;;;;;;
90337344;UNIAIR;;;;;;
90337352;UNIAIR;;;;;;
90337360;UNIAIR;;;;;;
90337379;UNIAIR;;;;;;
90337387;UNIAIR;;;;;;
90337395;UNIAIR;;;;;;
90337409;UNIAIR;;;;;;
90337417;UNIAIR;;;;;;
90337425;UNIAIR;;;;;;
90337433;UNIAIR;;;;;;
90337441;UNIAIR;;;;;;
90337450;UNIAIR;;;;;;
90337468;UNIAIR;;;;;;
90337476;UNIAIR;;;;;;
90337484;UNIAIR;;;;;;
90337492;UNIAIR;;;;;;
90337506;UNIAIR;;;;;;
90337514;UNIAIR;;;;;;
90337522;LAMOTRIGINA;;;;;;
90337530;LAMOTRIGINA;;;;;;
90337549;LAMOTRIGINA;;;;;;
90337557;LAMOTRIGINA;;;;;;
90337565;LAMOTRIGINA;;;;;;
90337573;LAMOTRIGINA;;;;;;
90337581;TRAXONOL;;;;;;
90337590;OLANZAPINA;;;;;;
90337603;OLANZAPINA;;;;;;
90337611;OLANZAPINA;;;;;;
90337620;OLANZAPINA;;;;;;
90337638;OLANZAPINA;;;;;;
90337646;OLANZAPINA;;;;;;
90337654;OLANZAPINA;;;;;;
90337662;OLANZAPINA;;;;;;
90337670;OLANZAPINA;;;;;;
90337689;OLANZAPINA;;;;;;
90337697;OLANZAPINA;;;;;;
90337700;OLANZAPINA;;;;;;
90337719;OLANZAPINA;;;;;;
90337727;OLANZAPINA;;;;;;
90337735;OLANZAPINA;;;;;;
90337743;OLANZAPINA;;;;;;
90337751;OLANZAPINA;;;;;;
90337760;OLANZAPINA;;;;;;
90337778;OLANZAPINA;;;;;;
90337786;OLANZAPINA;;;;;;
90337794;OLANZAPINA;;;;;;
90337808;OLANZAPINA;;;;;;
90337816;OLANZAPINA;;;;;;
90337824;OLANZAPINA;;;;;;
90337832;OLANZAPINA;;;;;;
90337840;OLANZAPINA;;;;;;
90337859;OLANZAPINA;;;;;;
90337867;OLANZAPINA;;;;;;
90337875;OLANZAPINA;;;;;;
90337883;OLANZAPINA;;;;;;
90337891;EXAFOB;;;;;;
90337905;EXAFOB;;;;;;
90337913;EXAFOB;;;;;;
90337921;EXAFOB;;;;;;
90337930;EXAFOB;;;;;;
90337948;EXAFOB;;;;;;
90349601;CLORIDRATO DE SERTRALINA;;;;;;
90349610;CLORIDRATO DE SERTRALINA;;;;;;
90349628;CLORIDRATO DE SERTRALINA;;;;;;
90349636;CLORIDRATO DE SERTRALINA;;;;;;
90349644;CLORIDRATO DE SERTRALINA;;;;;;
90349652;CLORIDRATO DE SERTRALINA;;;;;;
90349660;CLORIDRATO DE SERTRALINA;;;;;;
90349679;CLORIDRATO DE SERTRALINA;;;;;;
90349687;CLORIDRATO DE SERTRALINA;;;;;;
90349695;CLORIDRATO DE SERTRALINA;;;;;;
90349709;CLORIDRATO DE SERTRALINA;;;;;;
90349717;CLORIDRATO DE SERTRALINA;;;;;;
90349725;CLORIDRATO DE SERTRALINA;;;;;;
90349733;CLORIDRATO DE SERTRALINA;;;;;;
90349741;CLORIDRATO DE SERTRALINA;;;;;;
90349750;CLORIDRATO DE SERTRALINA;;;;;;
90349768;CLORIDRATO DE SERTRALINA;;;;;;
90349776;CLORIDRATO DE SERTRALINA;;;;;;
90349784;CLORIDRATO DE SERTRALINA;;;;;;
90349792;CLORIDRATO DE SERTRALINA;;;;;;
90349806;CLORIDRATO DE SERTRALINA;;;;;;
90349814;CLORIDRATO DE SERTRALINA;;;;;;
90349822;LYZAPIL;;;;;;
90349830;LYZAPIL;;;;;;
90349849;LYZAPIL;;;;;;
90349857;LYZAPIL;;;;;;
90349865;LYZAPIL;;;;;;
90349873;LYZAPIL;;;;;;
90349881;LYZAPIL;;;;;;
90349890;LYZAPIL;;;;;;
90349903;LYZAPIL;;;;;;
90349911;LYZAPIL;;;;;;
90349920;LYZAPIL;;;;;;
90349938;LYZAPIL;;;;;;
90349946;LYZAPIL;;;;;;
90349954;LYZAPIL;;;;;;
90349962;LYZAPIL;;;;;;
90349970;LYZAPIL;;;;;;
90349989;LYZAPIL;;;;;;
90349997;LYZAPIL;;;;;;
90350006;LYZAPIL;;;;;;
90350014;LYZAPIL;;;;;;
90350022;LYZAPIL;;;;;;
90350030;LYZAPIL;;;;;;
90350049;LYZAPIL;;;;;;
90350057;LYZAPIL;;;;;;
90350065;LYZAPIL;;;;;;
90350073;LYZAPIL;;;;;;
90350081;LYZAPIL;;;;;;
90350090;LYZAPIL;;;;;;
90350103;LYZAPIL;;;;;;
90350111;LYZAPIL;;;;;;
90350120;IBUPROFENO;;;;;;
90350138;IBUPROFENO;;;;;;
90350146;IBUPROFENO;;;;;;
90350154;IBUPROFENO;;;;;;
90350162;IBUPROFENO;;;;;;
90350170;IBUPROFENO;;;;;;
90350189;BISSULFATO DE CLOPIDOGREL;;;;;;
90350197;BISSULFATO DE CLOPIDOGREL;;;;;;
90350200;BISSULFATO DE CLOPIDOGREL;;;;;;
90350219;BISSULFATO DE CLOPIDOGREL;;;;;;
90350227;BISSULFATO DE CLOPIDOGREL;;;;;;
90350235;BISSULFATO DE CLOPIDOGREL;;;;;;
90350243;BISSULFATO DE CLOPIDOGREL;;;;;;
90350251;BISSULFATO DE CLOPIDOGREL;;;;;;
90350260;FLEXALGIN;;;;;;
90359844;CIPROFIBRATO;;;;;;
90359860;CIPROFIBRATO;;;;;;
90359887;CIPROFIBRATO;;;;;;
90359895;CIPROFIBRATO;;;;;;
90359909;CIPROFIBRATO;;;;;;
90359917;CIPROFIBRATO;;;;;;
90359569;ACU FRESH;;;;;;
90359577;ACU FRESH;;;;;;
90362519;DICLORIDRATO DE BETAISTINA;;;;;;
90362527;DICLORIDRATO DE BETAISTINA;;;;;;
90362535;DICLORIDRATO DE BETAISTINA;;;;;;
90362543;DICLORIDRATO DE BETAISTINA;;;;;;
90362551;DICLORIDRATO DE BETAISTINA;;;;;;
90362411;DICLORIDRATO DE BETAISTINA;;;;;;
90362420;DICLORIDRATO DE BETAISTINA;;;;;;
90362438;DICLORIDRATO DE BETAISTINA;;;;;;
90362446;DICLORIDRATO DE BETAISTINA;;;;;;
90362454;DICLORIDRATO DE BETAISTINA;;;;;;
90362462;DICLORIDRATO DE BETAISTINA;;;;;;
90362470;DICLORIDRATO DE BETAISTINA;;;;;;
90362489;DICLORIDRATO DE BETAISTINA;;;;;;
90362497;DICLORIDRATO DE BETAISTINA;;;;;;
90362500;DICLORIDRATO DE BETAISTINA;;;;;;
90366026;MELOXICAM;;;;;;
90366042;MELOXICAM;;;;;;
90366050;MELOXICAM;;;;;;
90366069;MELOXICAM;;;;;;
90365976;MELOXICAM;;;;;;
90365992;MELOXICAM;;;;;;
90366000;MELOXICAM;;;;;;
90366018;MELOXICAM;;;;;;
90369726;TITENIL;;;;;;
90369769;TITENIL;;;;;;
90363671;GLIMEPIRIDA;;;;;;
90363680;GLIMEPIRIDA;;;;;;
90363698;GLIMEPIRIDA;;;;;;
90363701;GLIMEPIRIDA;;;;;;
90363728;GLIMEPIRIDA;;;;;;
90363736;GLIMEPIRIDA;;;;;;
90363744;GLIMEPIRIDA;;;;;;
90363752;GLIMEPIRIDA;;;;;;
90363760;GLIMEPIRIDA;;;;;;
90363787;GLIMEPIRIDA;;;;;;
90363833;GLIMEPIRIDA;;;;;;
90363850;GLIMEPIRIDA;;;;;;
90366409;NIMESULIDA;;;;;;
90366441;NIMESULIDA;;;;;;
90366450;NIMESULIDA;;;;;;
90366468;NIMESULIDA;;;;;;
90365020;INDAPAMIDA;;;;;;
90365011;INDAPAMIDA;;;;;;
90365003;INDAPAMIDA;;;;;;
90364996;INDAPAMIDA;;;;;;
90360613;CLORIDRATO DE CICLOBENZAPRINA;;;;;;
90360621;CLORIDRATO DE CICLOBENZAPRINA;;;;;;
90360630;CLORIDRATO DE CICLOBENZAPRINA;;;;;;
90360648;CLORIDRATO DE CICLOBENZAPRINA;;;;;;
90360664;CLORIDRATO DE CICLOBENZAPRINA;;;;;;
90360591;CLORIDRATO DE CICLOBENZAPRINA;;;;;;
90360672;CLORIDRATO DE CICLOBENZAPRINA;;;;;;
90360605;CLORIDRATO DE CICLOBENZAPRINA;;;;;;
90360702;CLORIDRATO DE CICLOBENZAPRINA;;;;;;
90360710;CLORIDRATO DE CICLOBENZAPRINA;;;;;;
90360729;CLORIDRATO DE CICLOBENZAPRINA;;;;;;
90360737;CLORIDRATO DE CICLOBENZAPRINA;;;;;;
90360753;CLORIDRATO DE CICLOBENZAPRINA;;;;;;
90360680;CLORIDRATO DE CICLOBENZAPRINA;;;;;;
90360761;CLORIDRATO DE CICLOBENZAPRINA;;;;;;
90360699;CLORIDRATO DE CICLOBENZAPRINA;;;;;;
90361008;CLORIDRATO DE FLUOXETINA;;;;;;
90361016;CLORIDRATO DE FLUOXETINA;;;;;;
90361024;CLORIDRATO DE FLUOXETINA;;;;;;
90361032;CLORIDRATO DE FLUOXETINA;;;;;;
90361040;CLORIDRATO DE FLUOXETINA;;;;;;
90361059;CLORIDRATO DE FLUOXETINA;;;;;;
90361067;CLORIDRATO DE FLUOXETINA;;;;;;
90361075;CLORIDRATO DE FLUOXETINA;;;;;;
90361091;CLORIDRATO DE FLUOXETINA;;;;;;
90361113;CLORIDRATO DE FLUOXETINA;;;;;;
90361121;CLORIDRATO DE FLUOXETINA;;;;;;
90358686;AZITROMICINA;;;;;;
90358651;AZITROMICINA;;;;;;
90358660;AZITROMICINA;;;;;;
90369521;TADALAFILA;;;;;;
90369548;TADALAFILA;;;;;;
90369564;TADALAFILA;;;;;;
90369580;TADALAFILA;;;;;;
90369602;TADALAFILA;;;;;;
90369637;TADALAFILA;;;;;;
90369386;TADALAFILA;;;;;;
90369416;TADALAFILA;;;;;;
90369440;TADALAFILA;;;;;;
90369475;TADALAFILA;;;;;;
90369505;TADALAFILA;;;;;;
90369645;TADALAFILA;;;;;;
90365399;LEVOFLOXACINO HEMIIDRATADO;;;;;;
90365410;LEVOFLOXACINO HEMIIDRATADO;;;;;;
90371267;LEVOFLOXACINO HEMIIDRATADO;;;;;;
90358678;AZITROMICINA;;;;;;
90367855;PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;;;;;;
90367880;PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;;;;;;
90367936;PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;;;;;;
90368061;PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;;;;;;
90368088;PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;;;;;;
90367960;PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;;;;;;
90368100;PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;;;;;;
90368118;PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;;;;;;
90368029;PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;;;;;;
90361806;CLORIDRATO DE VENLAFAXINA;;;;;;
90361997;CLORIDRATO DE VENLAFAXINA;;;;;;
90361920;CLORIDRATO DE VENLAFAXINA;;;;;;
90361873;CLORIDRATO DE VENLAFAXINA;;;;;;
90361903;CLORIDRATO DE VENLAFAXINA;;;;;;
90361911;CLORIDRATO DE VENLAFAXINA;;;;;;
90361938;CLORIDRATO DE VENLAFAXINA;;;;;;
90361881;CLORIDRATO DE VENLAFAXINA;;;;;;
90361970;CLORIDRATO DE VENLAFAXINA;;;;;;
90361946;CLORIDRATO DE VENLAFAXINA;;;;;;
90361989;CLORIDRATO DE VENLAFAXINA;;;;;;
90362004;CLORIDRATO DE VENLAFAXINA;;;;;;
90361954;CLORIDRATO DE VENLAFAXINA;;;;;;
90361830;CLORIDRATO DE VENLAFAXINA;;;;;;
90361849;CLORIDRATO DE VENLAFAXINA;;;;;;
90361857;CLORIDRATO DE VENLAFAXINA;;;;;;
90361865;CLORIDRATO DE VENLAFAXINA;;;;;;
90361814;CLORIDRATO DE VENLAFAXINA;;;;;;
90364198;HIDROGENOTARTARATO DE RIVASTIGMINA;;;;;;
90364147;HIDROGENOTARTARATO DE RIVASTIGMINA;;;;;;
90364104;HIDROGENOTARTARATO DE RIVASTIGMINA;;;;;;
90364201;HIDROGENOTARTARATO DE RIVASTIGMINA;;;;;;
90364210;HIDROGENOTARTARATO DE RIVASTIGMINA;;;;;;
90364228;HIDROGENOTARTARATO DE RIVASTIGMINA;;;;;;
90364236;HIDROGENOTARTARATO DE RIVASTIGMINA;;;;;;
90364082;HIDROGENOTARTARATO DE RIVASTIGMINA;;;;;;
90364090;HIDROGENOTARTARATO DE RIVASTIGMINA;;;;;;
90364112;HIDROGENOTARTARATO DE RIVASTIGMINA;;;;;;
90364120;HIDROGENOTARTARATO DE RIVASTIGMINA;;;;;;
90364139;HIDROGENOTARTARATO DE RIVASTIGMINA;;;;;;
90364155;HIDROGENOTARTARATO DE RIVASTIGMINA;;;;;;
90364163;HIDROGENOTARTARATO DE RIVASTIGMINA;;;;;;
90364171;HIDROGENOTARTARATO DE RIVASTIGMINA;;;;;;
90364180;HIDROGENOTARTARATO DE RIVASTIGMINA;;;;;;
90372395;VALERATO DE BETAMETASONA + SULFATO DE GENTAMICINA + TOLNAFTATO + CLIOQUINOL;;;;;;
90372379;VALERATO DE BETAMETASONA + SULFATO DE GENTAMICINA + TOLNAFTATO + CLIOQUINOL;;;;;;
90372417;VALERATO DE BETAMETASONA + SULFATO DE GENTAMICINA + TOLNAFTATO + CLIOQUINOL;;;;;;
90372433;VALERATO DE BETAMETASONA + SULFATO DE GENTAMICINA + TOLNAFTATO + CLIOQUINOL;;;;;;
90358139;AT-LOR;;;;;;
90358155;AT-LOR;;;;;;
90358171;AT-LOR;;;;;;
90358201;AT-LOR;;;;;;
90358228;AT-LOR;;;;;;
90358244;AT-LOR;;;;;;
90358260;AT-LOR;;;;;;
90358295;AT-LOR;;;;;;
90358325;AT-LOR;;;;;;
90358341;AT-LOR;;;;;;
90358368;AT-LOR;;;;;;
90358384;AT-LOR;;;;;;
90358422;AT-LOR;;;;;;
90358457;AT-LOR;;;;;;
90358473;AT-LOR;;;;;;
90358490;AT-LOR;;;;;;
90358511;AT-LOR;;;;;;
90358538;AT-LOR;;;;;;
90358554;AT-LOR;;;;;;
90358570;AT-LOR;;;;;;
90087763;BIOVICERIN;;;;;;
90087771;BIOVICERIN;;;;;;
90370198;FOLIN;;;;;;
